Date;Time;Co-culture;Origin;Structure;Idweight
06/09/21;J125;non;AQUA-B;Bac B9;10.46
06/09/21;J125;non;AQUA-B;Bac B9;10.55
06/09/21;J125;non;AQUA-B;Bac B9;10.84
06/09/21;J125;non;AQUA-B;Bac B9;10.88
06/09/21;J125;non;AQUA-B;Bac B9;11.04
06/09/21;J125;non;AQUA-B;Bac B9;11.68
06/09/21;J125;non;AQUA-B;Bac B9;12
06/09/21;J125;non;AQUA-B;Bac B9;12.28
06/09/21;J125;non;AQUA-B;Bac B9;12.3
06/09/21;J125;non;AQUA-B;Bac B9;12.34
06/09/21;J125;non;AQUA-B;Bac B9;12.54
06/09/21;J125;non;AQUA-B;Bac B9;12.72
06/09/21;J125;non;AQUA-B;Bac B9;12.93
06/09/21;J125;non;AQUA-B;Bac B9;13.03
06/09/21;J125;non;AQUA-B;Bac B9;13.27
06/09/21;J125;non;AQUA-B;Bac B9;13.32
06/09/21;J125;non;AQUA-B;Bac B9;13.66
06/09/21;J125;non;AQUA-B;Bac B9;13.9
06/09/21;J125;non;AQUA-B;Bac B9;14.51
06/09/21;J125;non;AQUA-B;Bac B9;15.5
06/09/21;J125;non;AQUA-B;Bac B9;15.83
06/09/21;J125;non;AQUA-B;Bac B9;16
06/09/21;J125;non;AQUA-B;Bac B9;16.21
06/09/21;J125;non;AQUA-B;Bac B9;16.45
06/09/21;J125;non;AQUA-B;Bac B9;16.85
06/09/21;J125;non;AQUA-B;Bac B9;16.87
06/09/21;J125;non;AQUA-B;Bac B9;16.98
06/09/21;J125;non;AQUA-B;Bac B9;17.55
06/09/21;J125;non;AQUA-B;Bac B9;18.88
06/09/21;J125;non;AQUA-B;Bac B9;19.34
06/09/21;J125;non;AQUA-B;Bac B9;19.54
06/09/21;J125;non;AQUA-B;Bac B9;20.07
06/09/21;J125;non;AQUA-B;Bac B9;21.19
06/09/21;J125;non;AQUA-B;Bac B9;22.04
06/09/21;J125;non;AQUA-B;Bac B9;22.46
06/09/21;J125;non;AQUA-B;Bac B9;24.84
06/09/21;J125;non;AQUA-B;Bac B9;27.33
06/09/21;J125;non;AQUA-B;Bac B10;0.1
06/09/21;J125;non;AQUA-B;Bac B10;0.1
06/09/21;J125;non;AQUA-B;Bac B10;0.25
06/09/21;J125;non;AQUA-B;Bac B10;0.3
06/09/21;J125;non;AQUA-B;Bac B10;0.4
06/09/21;J125;non;AQUA-B;Bac B10;0.97
06/09/21;J125;non;AQUA-B;Bac B10;1.29
06/09/21;J125;non;AQUA-B;Bac B10;1.71
06/09/21;J125;non;AQUA-B;Bac B10;1.99
06/09/21;J125;non;AQUA-B;Bac B10;2.03
06/09/21;J125;non;AQUA-B;Bac B10;2.14
06/09/21;J125;non;AQUA-B;Bac B10;2.43
06/09/21;J125;non;AQUA-B;Bac B10;2.57
06/09/21;J125;non;AQUA-B;Bac B10;2.74
06/09/21;J125;non;AQUA-B;Bac B10;2.9
06/09/21;J125;non;AQUA-B;Bac B10;2.93
06/09/21;J125;non;AQUA-B;Bac B10;3.23
06/09/21;J125;non;AQUA-B;Bac B10;3.36
06/09/21;J125;non;AQUA-B;Bac B10;3.46
06/09/21;J125;non;AQUA-B;Bac B10;3.51
06/09/21;J125;non;AQUA-B;Bac B10;4.22
06/09/21;J125;non;AQUA-B;Bac B10;4.6
06/09/21;J125;non;AQUA-B;Bac B10;4.61
06/09/21;J125;non;AQUA-B;Bac B10;5.26
06/09/21;J125;non;AQUA-B;Bac B10;5.28
06/09/21;J125;non;AQUA-B;Bac B10;5.48
06/09/21;J125;non;AQUA-B;Bac B10;5.68
06/09/21;J125;non;AQUA-B;Bac B10;6.04
06/09/21;J125;non;AQUA-B;Bac B10;6.05
06/09/21;J125;non;AQUA-B;Bac B10;6.16
06/09/21;J125;non;AQUA-B;Bac B10;6.16
06/09/21;J125;non;AQUA-B;Bac B10;6.22
06/09/21;J125;non;AQUA-B;Bac B10;6.27
06/09/21;J125;non;AQUA-B;Bac B10;6.29
06/09/21;J125;non;AQUA-B;Bac B10;6.45
06/09/21;J125;non;AQUA-B;Bac B10;6.6
06/09/21;J125;non;AQUA-B;Bac B10;6.86
06/09/21;J125;non;AQUA-B;Bac B10;7.2
06/09/21;J125;non;AQUA-B;Bac B10;7.21
06/09/21;J125;non;AQUA-B;Bac B10;7.25
06/09/21;J125;non;AQUA-B;Bac B10;7.34
06/09/21;J125;non;AQUA-B;Bac B10;7.47
06/09/21;J125;non;AQUA-B;Bac B10;7.71
06/09/21;J125;non;AQUA-B;Bac B10;7.85
06/09/21;J125;non;AQUA-B;Bac B10;7.98
06/09/21;J125;non;AQUA-B;Bac B10;8.02
06/09/21;J125;non;AQUA-B;Bac B10;8.17
06/09/21;J125;non;AQUA-B;Bac B10;8.85
06/09/21;J125;non;AQUA-B;Bac B10;9.36
06/09/21;J125;non;AQUA-B;Bac B10;9.82
06/09/21;J125;non;AQUA-B;Bac B10;9.96
06/09/21;J125;non;AQUA-B;Bac B10;10.27
06/09/21;J125;non;AQUA-B;Bac B10;10.71
06/09/21;J125;non;AQUA-B;Bac B10;10.93
06/09/21;J125;non;AQUA-B;Bac B10;11.01
06/09/21;J125;non;AQUA-B;Bac B10;11.48
06/09/21;J125;non;AQUA-B;Bac B10;12.08
06/09/21;J125;non;AQUA-B;Bac B10;12.21
06/09/21;J125;non;AQUA-B;Bac B10;12.35
06/09/21;J125;non;AQUA-B;Bac B10;12.48
06/09/21;J125;non;AQUA-B;Bac B10;13.37
06/09/21;J125;non;AQUA-B;Bac B10;13.9
06/09/21;J125;non;AQUA-B;Bac B10;14
06/09/21;J125;non;AQUA-B;Bac B10;15.54
06/09/21;J125;non;AQUA-B;Bac B10;16.66
06/09/21;J125;non;AQUA-B;Bac B10;16.66
06/09/21;J125;non;AQUA-B;Bac B10;17.36
